Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall, Area_Code, Prefix, Day_of_Week, Time
8043225006,2019-12-13 11:33:11,2019-12-13 10:26:00,North Chesterfield,Virginia,804,Other,Y,804,322,4,10.43
7035652508,2019-12-13 11:33:18,2019-07-01 00:00:00,,Virginia,757,No Subject Provided,N,703,565,0,0.00
4015193940,2019-12-13 11:33:56,2019-07-01 00:00:00,,Virginia,757,No Subject Provided,N,401,519,0,0.00
7035652508,2019-12-13 11:34:48,2019-07-01 00:00:00,,Virginia,757,No Subject Provided,N,703,565,0,0.00
7573475623,2019-12-13 11:35:50,2019-07-01 00:00:00,,Virginia,757,No Subject Provided,N,757,347,0,0.00
2542210659,2019-12-13 11:35:57,2019-12-13 11:27:00,,Virginia,301,"Calls pretending to be government, businesses, or family and friends",Y,254,221,4,11.45
8043225009,2019-12-13 11:36:29,2019-12-13 09:59:00,North Chesterfield,Virginia,804,Other,Y,804,322,4,9.98
4344714740,2019-12-13 11:36:31,2019-07-01 00:00:00,,Virginia,757,No Subject Provided,N,434,471,0,0.00
7572396652,2019-12-13 11:37:15,2019-07-01 00:00:00,,Virginia,757,No Subject Provided,N,757,239,0,0.00
8335366314,2019-12-13 11:37:59,2019-12-13 11:35:00,Williamsburg,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,833,536,4,11.58
8332626808,2019-12-13 11:38:16,2019-07-10 00:00:00,,Virginia,757,No Subject Provided,N,833,262,2,0.00
8043225009,2019-12-13 11:39:36,2019-12-13 11:34:00,North Chesterfield,Virginia,804,Other,Y,804,322,4,11.57
7248621502,2019-12-13 10:34:12,2019-12-13 10:19:00,,Virginia,703,No Subject Provided,Y,724,862,4,10.32
4015193940,2019-12-13 11:39:56,2019-07-11 00:00:00,,Virginia,757,No Subject Provided,N,401,519,3,0.00
4782493288,2019-12-13 11:41:17,2019-12-10 16:59:00,Fairfax,Virginia,703,"Reducing your debt (credit cards, mortgage, student loans)",Y,478,249,1,16.98
8043225006,2019-12-13 11:41:54,2019-12-13 09:38:00,North Chesterfield,Virginia,804,Other,Y,804,322,4,9.63
5403262904,2019-12-13 11:43:02,2019-12-13 11:40:00,,Virginia,540,Warranties  & protection plans,Y,540,326,4,11.67
8042075095,2019-12-13 11:43:39,2019-07-11 00:00:00,,Virginia,757,No Subject Provided,N,804,207,3,0.00
8043225006,2019-12-13 11:44:17,2019-12-12 16:25:00,North Chesterfield,Virginia,804,Other,Y,804,322,3,16.42
5713657401,2019-12-13 11:44:29,2019-12-13 23:42:00,,Virginia,571,"Calls pretending to be government, businesses, or family and friends",N,571,365,4,23.70
7035652508,2019-12-13 11:44:55,2019-07-11 00:00:00,,Virginia,757,No Subject Provided,N,703,565,3,0.00
8007765901,2019-12-13 11:44:58,2019-12-12 11:38:00,,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,800,776,3,11.63
7572551827,2019-12-13 11:45:19,2019-07-11 00:00:00,,Virginia,757,No Subject Provided,N,757,255,3,0.00
4434131143,2019-12-13 11:45:32,2019-12-13 11:43:00,chester,Virginia,443,Medical  & prescriptions,N,443,413,4,11.72
7572396652,2019-12-13 11:45:50,2019-07-11 00:00:00,,Virginia,757,No Subject Provided,N,757,239,3,0.00
8042458457,2019-12-13 11:46:06,2019-12-13 11:24:00,Midlothian,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,804,245,4,11.40
3235915243,2019-12-13 11:46:16,2019-12-13 11:35:00,,Virginia,571,Other,Y,323,591,4,11.58
8043225006,2019-12-13 11:46:18,2019-12-12 15:57:00,North Chesterfield,Virginia,804,Other,Y,804,322,3,15.95
4434121707,2019-12-13 11:46:20,2019-12-12 16:03:00,chester,Virginia,443,Medical  & prescriptions,N,443,412,3,16.05
4344714740,2019-12-13 11:46:24,2019-07-11 00:00:00,,Virginia,757,No Subject Provided,N,434,471,3,0.00
4434121453,2019-12-13 11:47:04,2019-12-12 13:08:00,chester,Virginia,443,Medical  & prescriptions,N,443,412,3,13.13
4344714740,2019-12-13 11:47:09,2019-07-22 00:00:00,,Virginia,757,No Subject Provided,N,434,471,0,0.00
2765246227,2019-12-13 11:47:09,2019-12-13 11:42:00,,Virginia,804,No Subject Provided,Y,276,524,4,11.70
6232613499,2019-12-13 11:47:23,2019-12-13 11:43:00,Luray,Virginia,703,No Subject Provided,Y,623,261,4,11.72
8005481878,2019-12-13 11:47:24,2019-12-13 11:36:00,virginia Beach,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,800,548,4,11.60
7032944106,2019-12-13 11:47:28,2019-12-10 19:17:00,Fairfax,Virginia,703,No Subject Provided,Y,703,294,1,19.28
8043225006,2019-12-13 11:47:35,2019-12-13 11:46:00,North Chesterfield,Virginia,804,Other,Y,804,322,4,11.77
5715265147,2019-12-13 11:48:04,2019-12-04 19:23:00,Midlothian,Virginia,804,Charities,Y,571,526,2,19.38
8442326582,2019-12-13 11:48:30,2019-07-22 00:00:00,,Virginia,757,No Subject Provided,N,844,232,0,0.00
8043225006,2019-12-13 11:48:56,2019-12-12 15:17:00,North Chesterfield,Virginia,804,Other,Y,804,322,3,15.28
9842050443,2019-12-13 11:49:34,2019-07-23 00:00:00,,Virginia,757,No Subject Provided,N,984,205,1,0.00
7352719201,2019-12-13 11:49:42,2019-12-13 11:43:00,Virginia Beach,Virginia,844,Medical  & prescriptions,Y,735,271,4,11.72
8007586794,2019-12-13 11:49:49,2019-12-13 09:54:00,,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,800,758,4,9.90
7035972647,2019-12-13 11:49:57,2019-12-13 11:47:00,haymarket,Virginia,703,Other,Y,703,597,4,11.78
8043225006,2019-12-13 11:50:08,2019-12-12 12:50:00,North Chesterfield,Virginia,804,Other,Y,804,322,3,12.83
8017702836,2019-12-13 11:50:33,2019-07-23 00:00:00,,Virginia,757,No Subject Provided,N,801,770,1,0.00
2122709193,2019-12-13 11:50:45,2019-12-13 11:49:00,Luray,Virginia,703,No Subject Provided,Y,212,270,4,11.82
5012146890,2019-12-13 11:51:10,2019-07-23 00:00:00,,Virginia,757,No Subject Provided,N,501,214,1,0.00
8007123239,2019-12-13 11:51:26,2019-12-12 16:06:00,Woodbridge,Virginia,703,Dropped call or no message,N,800,712,3,16.10
4342543001,2019-12-13 11:51:38,2019-07-23 00:00:00,,Virginia,757,No Subject Provided,N,434,254,1,0.00
8042864895,2019-12-13 11:51:49,2019-12-12 11:07:00,North Chesterfield,Virginia,804,Other,Y,804,286,3,11.12
2192151796,2019-12-13 11:51:50,2019-12-13 11:45:00,ROANOKE,Virginia,540,No Subject Provided,Y,219,215,4,11.75
4342543001,2019-12-13 11:52:09,2019-07-23 00:00:00,,Virginia,757,No Subject Provided,N,434,254,1,0.00
9862000924,2019-12-13 11:52:28,2019-12-13 10:15:00,Herndon,Virginia,703,"Calls pretending to be government, businesses, or family and friends",Y,986,200,4,10.25
7572396652,2019-12-13 11:52:35,2019-07-23 00:00:00,,Virginia,757,No Subject Provided,N,757,239,1,0.00
8043578769,2019-12-13 11:53:14,2019-12-13 11:27:00,,Virginia,804,Home improvement  & cleaning,N,804,357,4,11.45
5713425250,2019-12-13 11:53:25,2019-12-12 15:08:00,Woodbridge,Virginia,703,Dropped call or no message,N,571,342,3,15.13
8042864895,2019-12-13 11:53:27,2019-12-12 10:07:00,North Chesterfield,Virginia,804,Other,Y,804,286,3,10.12
8000068823,2019-12-13 11:54:32,2019-12-13 11:24:00,virginia beach,Virginia,757,Other,Y,800,006,4,11.40
7573406073,2019-12-13 11:54:41,2019-07-23 00:00:00,,Virginia,757,No Subject Provided,N,757,340,1,0.00
8005188264,2019-12-13 11:55:02,2019-12-13 11:36:00,Woodbridge,Virginia,703,Dropped call or no message,N,800,518,4,11.60
8042864895,2019-12-13 11:55:17,2019-12-12 09:49:00,North Chesterfield,Virginia,804,Other,Y,804,286,3,9.82
7039368604,2019-12-13 11:56:47,2019-12-13 10:34:00,Woodbridge,Virginia,703,Dropped call or no message,N,703,936,4,10.57
8507538905,2019-12-13 11:57:19,2019-12-11 11:28:00,North Chesterfield,Virginia,804,No Subject Provided,N,850,753,2,11.47
8048187143,2019-12-13 11:59:00,2019-12-11 10:37:00,North Chesterfield,Virginia,804,Other,Y,804,818,2,10.62
2312471059,2019-12-13 11:59:25,2019-12-13 11:53:00,McLean,Virginia,702,"Reducing your debt (credit cards, mortgage, student loans)",Y,231,247,4,11.88
8886802791,2019-12-13 12:00:31,2019-12-13 11:53:00,McLean,Virginia,702,"Reducing your debt (credit cards, mortgage, student loans)",Y,888,680,4,11.88
8048187143,2019-12-13 12:00:34,2019-12-11 09:32:00,North Chesterfield,Virginia,804,Other,Y,804,818,2,9.53
8007880742,2019-12-13 12:00:41,2019-12-13 11:50:00,Glen Allen,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,800,788,4,11.83
8559133100,2019-12-13 12:00:56,2019-12-13 11:58:00,Luray,Virginia,703,No Subject Provided,Y,855,913,4,11.97
8335144414,2019-12-13 12:01:03,2019-12-13 11:52:00,,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,833,514,4,11.87
7035845694,2019-12-13 12:01:16,2019-12-13 11:51:00,,Virginia,703,Dropped call or no message,N,703,584,4,11.85
7035365191,2019-12-13 12:01:33,2019-12-13 11:01:00,Arlington,Virginia,703,Medical  & prescriptions,Y,703,536,4,11.02
2134576396,2019-12-13 12:02:06,2019-12-12 00:00:00,McLean,Virginia,702,No Subject Provided,Y,213,457,3,0.00
8048187143,2019-12-13 12:02:42,2019-12-10 16:40:00,North Chesterfield,Virginia,804,Other,Y,804,818,1,16.67
2192471269,2019-12-13 12:03:44,2019-12-13 11:53:00,McLean,Virginia,702,"Reducing your debt (credit cards, mortgage, student loans)",Y,219,247,4,11.88
8048187143,2019-12-13 12:04:26,2019-12-10 15:51:00,North Chesterfield,Virginia,804,Other,Y,804,818,1,15.85
8335071881,2019-12-13 12:05:29,2019-12-13 11:54:00,,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,833,507,4,11.90
8048187143,2019-12-13 12:05:30,2019-12-10 15:10:00,North Chesterfield,Virginia,804,Other,Y,804,818,1,15.17
5407747436,2019-12-13 12:06:05,2019-12-13 11:47:00,,Virginia,540,No Subject Provided,Y,540,774,4,11.78
7573475185,2019-12-13 12:06:51,2019-12-13 10:41:00,windsor,Virginia,757,Dropped call or no message,Y,757,347,4,10.68
8048187143,2019-12-13 12:07:00,2019-12-10 14:27:00,North Chesterfield,Virginia,804,Other,Y,804,818,1,14.45
8882966158,2019-12-13 12:07:35,2019-12-13 00:00:00,,Virginia,540,"Calls pretending to be government, businesses, or family and friends",Y,888,296,4,0.00
5408831425,2019-12-13 12:08:00,2019-12-13 12:04:00,ELLISTON,Virginia,540,"Reducing your debt (credit cards, mortgage, student loans)",N,540,883,4,12.07
8662028745,2019-12-13 12:08:37,2019-12-10 12:48:00,North Chesterfield,Virginia,804,No Subject Provided,N,866,202,1,12.80
7572604767,2019-12-13 12:09:26,2019-12-12 13:34:00,windsor,Virginia,757,No Subject Provided,Y,757,260,3,13.57
8663132533,2019-12-13 12:09:36,2019-12-13 10:43:00,Richmond,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,866,313,4,10.72
8048187143,2019-12-13 12:10:12,2019-12-10 12:15:00,North Chesterfield,Virginia,804,Other,Y,804,818,1,12.25
5108358440,2019-12-13 12:10:21,2019-12-13 11:55:00,Suffolk,Virginia,757,No Subject Provided,Y,510,835,4,11.92
8048187143,2019-12-13 12:11:25,2019-12-10 11:27:00,North Chesterfield,Virginia,804,Other,Y,804,818,1,11.45
5108358440,2019-12-13 12:11:41,2019-12-13 12:01:00,Suffolk,Virginia,757,No Subject Provided,Y,510,835,4,12.02
7572604767,2019-12-13 12:11:49,2019-12-12 09:16:00,windsor,Virginia,757,No Subject Provided,Y,757,260,3,9.27
8048187143,2019-12-13 12:12:37,2019-12-10 11:03:00,North Chesterfield,Virginia,804,Other,Y,804,818,1,11.05
2762517384,2019-12-13 12:13:12,2019-12-13 12:00:00,Dublin,Virginia,540,"Reducing your debt (credit cards, mortgage, student loans)",Y,276,251,4,12.00
8881233445,2019-12-13 12:13:24,2019-12-13 12:11:00,,Virginia,540,Dropped call or no message,Y,888,123,4,12.18
8048187143,2019-12-13 12:13:48,2019-12-10 10:37:00,North Chesterfield,Virginia,804,Other,Y,804,818,1,10.62
7574323484,2019-12-13 12:14:07,2019-12-12 09:06:00,windsor,Virginia,757,No Subject Provided,Y,757,432,3,9.10
8881233445,2019-12-13 12:14:21,2019-12-12 11:57:00,Newport News,Virginia,757,Other,N,888,123,3,11.95
7039722063,2019-12-13 12:14:26,2019-12-13 11:36:00,Alexandria,Virginia,800,Warranties  & protection plans,Y,703,972,4,11.60
8048187143,2019-12-13 12:14:55,2019-12-10 09:18:00,North Chesterfield,Virginia,804,Other,Y,804,818,1,9.30
8007362166,2019-12-13 12:15:20,2019-12-13 12:11:00,,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,800,736,4,12.18
8048187143,2019-12-13 12:16:09,2019-12-09 13:59:00,North Chesterfield,Virginia,804,Other,Y,804,818,0,13.98
4174441190,2019-12-13 12:16:33,2019-12-13 12:15:00,Luray,Virginia,703,No Subject Provided,Y,417,444,4,12.25
7573000688,2019-12-13 12:16:43,2019-12-11 18:13:00,windsor,Virginia,757,No Subject Provided,Y,757,300,2,18.22
8007362166,2019-12-13 12:16:54,2019-12-13 12:11:00,,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,800,736,4,12.18
8048187143,2019-12-13 12:17:17,2019-12-09 13:34:00,North Chesterfield,Virginia,804,Other,Y,804,818,0,13.57
8048187143,2019-12-13 12:18:29,2019-12-09 12:59:00,North Chesterfield,Virginia,804,Other,Y,804,818,0,12.98
7577607226,2019-12-13 12:18:44,2019-12-11 14:47:00,windsor,Virginia,757,No Subject Provided,Y,757,760,2,14.78
7573106134,2019-12-13 12:19:49,2019-12-13 12:00:00,NEWPORT NEWS,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,757,310,4,12.00
8042939678,2019-12-13 12:19:49,2019-12-08 17:46:00,North Chesterfield,Virginia,804,No Subject Provided,N,804,293,6,17.77
5403499129,2019-12-13 12:20:31,2019-12-13 11:30:00,Stephens city,Virginia,540,Other,Y,540,349,4,11.50
7575271048,2019-12-13 12:21:09,2019-12-11 11:36:00,windsor,Virginia,757,No Subject Provided,Y,757,527,2,11.60
8437220400,2019-12-13 12:21:21,2019-12-13 12:14:00,Chester,Virginia,804,Computer  & technical support,Y,843,722,4,12.23
9892147806,2019-12-13 12:21:23,2019-12-13 11:24:00,Midlothian,Virginia,804,Warranties  & protection plans,Y,989,214,4,11.40
7576073011,2019-12-13 12:23:23,2019-12-10 17:59:00,windsor,Virginia,757,No Subject Provided,Y,757,607,1,17.98
7577607202,2019-12-13 12:25:02,2019-12-10 17:55:00,windsor,Virginia,757,No Subject Provided,Y,757,760,1,17.92
5712844579,2019-12-13 12:25:17,2019-12-13 12:22:00,Haymarket,Virginia,571,Other,Y,571,284,4,12.37
8335583152,2019-12-13 12:25:43,2019-12-13 11:16:00,,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,833,558,4,11.27
7572792393,2019-12-13 12:25:45,2019-12-13 11:45:00,Norfolk,Virginia,757,Medical  & prescriptions,Y,757,279,4,11.75
7034230558,2019-12-13 12:26:15,2019-12-13 12:24:00,Luray,Virginia,703,No Subject Provided,Y,703,423,4,12.40
8335301969,2019-12-13 12:26:34,2019-12-13 12:20:00,,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,833,530,4,12.33
5406874142,2019-12-13 12:27:12,2019-12-12 12:25:00,,Virginia,540,Warranties  & protection plans,Y,540,687,3,12.42
8045852210,2019-12-13 12:27:27,2019-12-06 16:40:00,North Chesterfield,Virginia,804,Other,Y,804,585,4,16.67
5125482796,2019-12-13 12:28:27,2019-12-13 12:20:00,,Virginia,434,Other,N,512,548,4,12.33
8004661509,2019-12-13 12:30:24,2019-12-13 00:21:00,,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,800,466,4,0.35
5108358440,2019-12-13 12:30:24,2019-12-13 12:21:00,Suffolk,Virginia,757,No Subject Provided,Y,510,835,4,12.35
8000078239,2019-12-13 12:31:56,2019-12-13 10:10:00,,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,800,007,4,10.17
5108358440,2019-12-13 12:35:22,2019-12-13 12:32:00,Suffolk,Virginia,757,No Subject Provided,Y,510,835,4,12.53
8045852210,2019-12-13 12:38:31,2019-12-06 15:17:00,North Chesterfield,Virginia,804,Other,Y,804,585,4,15.28
8045852210,2019-12-13 12:39:52,2019-12-06 12:18:00,North Chesterfield,Virginia,804,Other,Y,804,585,4,12.30
8044821134,2019-12-13 12:40:44,2019-12-13 12:38:00,North Chesterfield,Virginia,804,Warranties  & protection plans,Y,804,482,4,12.63
8045852210,2019-12-13 12:41:02,2019-12-06 11:51:00,North Chesterfield,Virginia,804,Other,Y,804,585,4,11.85
7578994294,2019-12-13 12:41:46,2019-12-13 12:38:00,NORFOLK,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,757,899,4,12.63
8045852210,2019-12-13 12:41:58,2019-12-06 11:06:00,North Chesterfield,Virginia,804,Other,Y,804,585,4,11.10
8045852210,2019-12-13 12:43:12,2019-12-06 09:19:00,North Chesterfield,Virginia,804,Other,Y,804,585,4,9.32
4102460117,2019-12-13 12:44:08,2019-12-13 12:38:00,NORFOLK,Virginia,757,No Subject Provided,Y,410,246,4,12.63
9714245887,2019-12-13 12:44:32,2019-12-13 12:41:00,Luray,Virginia,703,No Subject Provided,Y,971,424,4,12.68
8049395138,2019-12-13 12:44:49,2019-11-30 14:19:00,North Chesterfield,Virginia,804,No Subject Provided,N,804,939,5,14.32
5712629992,2019-12-13 12:45:47,2019-12-13 12:42:00,,Virginia,571,Dropped call or no message,Y,571,262,4,12.70
5712625850,2019-12-13 12:46:31,2019-12-12 12:34:00,,Virginia,571,Dropped call or no message,Y,571,262,3,12.57
3045997034,2019-12-13 12:47:14,2019-12-11 11:49:00,,Virginia,571,Dropped call or no message,Y,304,599,2,11.82
9312531195,2019-12-13 12:47:54,2019-12-06 08:07:00,,Virginia,571,Medical  & prescriptions,N,931,253,4,8.12
8042503908,2019-12-13 12:50:57,2019-12-13 12:44:00,North Chesterfield,Virginia,804,Other,Y,804,250,4,12.73
2028998756,2019-12-13 12:52:00,2019-12-13 12:50:00,Luray,Virginia,703,No Subject Provided,Y,202,899,4,12.83
8335865306,2019-12-13 12:53:19,2019-12-13 09:00:00,,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,833,586,4,9.00
7071677240,2019-12-13 13:00:13,2019-12-13 12:48:00,Chester,Virginia,804,"Calls pretending to be government, businesses, or family and friends",N,707,167,4,12.80
8324292596,2019-12-13 13:00:34,2019-12-13 11:00:00,FAIRFAX STATION,Virginia,703,"Calls pretending to be government, businesses, or family and friends",Y,832,429,4,11.00
8662605778,2019-12-13 13:01:05,2019-12-13 00:00:00,Virginia Beach,Virginia,773,"Calls pretending to be government, businesses, or family and friends",Y,866,260,4,0.00
8001491941,2019-12-13 13:01:24,2019-12-13 11:20:00,,Virginia,804,No Subject Provided,Y,800,149,4,11.33
8000934014,2019-12-13 13:01:57,2019-12-13 12:33:00,,Virginia,804,No Subject Provided,Y,800,093,4,12.55
5056669632,2019-12-13 13:03:23,2019-12-13 00:59:00,Round Hill,Virginia,703,"Calls pretending to be government, businesses, or family and friends",Y,505,666,4,0.98
5402723136,2019-12-13 13:03:46,2019-12-13 12:59:00,Remington,Virginia,540,"Reducing your debt (credit cards, mortgage, student loans)",Y,540,272,4,12.98
2762420049,2019-12-13 11:10:54,2019-12-11 09:47:00,,Virginia,703,No Subject Provided,N,276,242,2,9.78
8663914739,2019-12-13 11:23:08,2019-12-13 11:11:00,,Virginia,540,No Subject Provided,N,866,391,4,11.18
5407724834,2019-12-13 11:28:36,2019-12-13 11:12:00,,Virginia,540,No Subject Provided,Y,540,772,4,11.20
8002163325,2019-12-13 11:54:47,2019-12-13 00:00:00,,Virginia,757,No Subject Provided,Y,800,216,4,0.00
8002581125,2019-12-13 13:04:11,2019-12-13 00:03:00,,Virginia,703,No Subject Provided,Y,800,258,4,0.05
8043012543,2019-12-13 13:04:49,2019-12-13 13:00:00,HENRICO,Virginia,804,Other,Y,804,301,4,13.00
8662605778,2019-12-13 13:04:51,2019-12-13 09:30:00,Richmond,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,866,260,4,9.50
9293149327,2019-12-13 13:05:22,2019-12-13 13:05:00,,Virginia,703,Other,N,929,314,4,13.08
8043918648,2019-12-13 13:06:32,2019-12-13 12:48:00,,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,804,391,4,12.80
8778597993,2019-12-13 13:06:33,2019-12-13 10:12:00,Richmond,Virginia,804,No Subject Provided,Y,877,859,4,10.20
4063504442,2019-12-13 13:08:35,2019-12-12 13:02:00,Richmond,Virginia,804,No Subject Provided,Y,406,350,3,13.03
7579224853,2019-12-13 13:11:50,2019-12-13 13:04:00,Clarksville,Virginia,757,"Reducing your debt (credit cards, mortgage, student loans)",N,757,922,4,13.07
7573011033,2019-12-13 13:13:19,2019-12-13 12:07:00,Portsmouth,Virginia,757,Dropped call or no message,N,757,301,4,12.12
3025670966,2019-12-13 13:13:46,2019-12-13 13:12:00,Virginia Beach,Virginia,757,No Subject Provided,N,302,567,4,13.20
9193751112,2019-12-13 13:14:03,2019-12-13 13:06:00,Richmond,Virginia,804,Other,Y,919,375,4,13.10
8002752273,2019-12-13 13:15:31,2019-12-13 13:10:00,Richmond,Virginia,804,Computer  & technical support,Y,800,275,4,13.17
2127869730,2019-12-13 13:15:55,2019-12-13 13:06:00,Luray,Virginia,703,No Subject Provided,Y,212,786,4,13.10
6467557040,2019-12-13 13:17:44,2019-12-13 13:00:00,,Virginia,702,"Calls pretending to be government, businesses, or family and friends",Y,646,755,4,13.00
6467557040,2019-12-13 13:19:56,2019-12-13 13:00:00,,Virginia,702,"Calls pretending to be government, businesses, or family and friends",Y,646,755,4,13.00
8662869698,2019-12-13 13:20:03,2019-12-13 11:45:00,Sterling,Virginia,703,"Calls pretending to be government, businesses, or family and friends",Y,866,286,4,11.75
8006831057,2019-12-13 13:21:12,2019-12-12 14:05:00,,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,800,683,3,14.08
8558028000,2019-12-13 13:21:25,2019-12-13 13:15:00,Mechanicaville,Virginia,804,Other,Y,855,802,4,13.25
8045408102,2019-12-13 13:23:04,2019-12-13 13:18:00,Lanexa,Virginia,804,"Reducing your debt (credit cards, mortgage, student loans)",Y,804,540,4,13.30
5402157536,2019-12-13 13:23:04,2019-12-10 13:19:00,Linden,Virginia,540,Vacation  & timeshares,N,540,215,1,13.32
9032707531,2019-12-13 13:24:36,2019-12-13 00:56:00,Leesburg,Virginia,410,"Calls pretending to be government, businesses, or family and friends",N,903,270,4,0.93
8443892220,2019-12-13 13:28:38,2019-12-13 11:29:00,Springfield,Virginia,703,"Calls pretending to be government, businesses, or family and friends",Y,844,389,4,11.48
7034251054,2019-12-13 13:29:41,2019-12-12 09:44:00,,Virginia,703,Dropped call or no message,Y,703,425,3,9.73
5312069113,2019-12-13 13:32:30,2019-12-12 19:00:00,Henrico,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,531,206,3,19.00
4102460117,2019-12-13 13:33:34,2019-12-13 12:35:00,,Virginia,703,Charities,Y,410,246,4,12.58
8558028000,2019-12-13 13:37:13,2019-12-13 13:32:00,,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,855,802,4,13.53
7039426109,2019-12-13 13:39:27,2019-12-13 10:45:00,Fairfax,Virginia,703,No Subject Provided,N,703,942,4,10.75
8146674520,2019-12-13 13:39:48,2019-12-06 11:24:00,,Virginia,571,"Calls pretending to be government, businesses, or family and friends",Y,814,667,4,11.40
9044810841,2019-12-13 13:41:42,2019-12-13 01:34:00,Arlington,Virginia,307,"Calls pretending to be government, businesses, or family and friends",Y,904,481,4,1.57
7038938509,2019-12-13 13:42:40,2019-12-13 12:30:00,,Virginia,703,"Reducing your debt (credit cards, mortgage, student loans)",Y,703,893,4,12.50
7572948849,2019-12-13 13:42:49,2019-12-09 11:11:00,,Virginia,804,Other,Y,757,294,0,11.18
