Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall, Area_Code, Prefix, Day_of_Week, Time
2062377187,2019-12-13 13:43:55,2019-12-13 13:10:00,Richmond,Virginia,804,Medical  & prescriptions,N,206,237,4,13.17
8003896967,2019-12-13 13:44:04,2019-12-13 12:36:00,,Virginia,804,No Subject Provided,Y,800,389,4,12.60
5714821090,2019-12-13 13:44:54,2019-11-26 17:20:00,Gainesville,Virginia,716,Other,N,571,482,1,17.33
8002882020,2019-12-13 13:46:57,2019-12-13 13:09:00,Vienna,Virginia,703,Dropped call or no message,Y,800,288,4,13.15
5409299853,2019-12-13 13:48:36,2019-12-13 13:20:00,,Virginia,540,Other,N,540,929,4,13.33
5402771953,2019-12-13 13:51:11,2019-12-11 11:56:00,,Virginia,804,No Subject Provided,N,540,277,2,11.93
7036231258,2019-12-13 13:50:45,2019-12-13 13:44:00,,Virginia,703,Warranties  & protection plans,Y,703,623,4,13.73
8043918563,2019-12-13 13:52:48,2019-12-13 11:36:00,,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,804,391,4,11.60
8007745985,2019-12-13 13:53:33,2019-12-13 13:47:00,,Virginia,804,No Subject Provided,Y,800,774,4,13.78
8047398656,2019-12-13 13:58:26,2019-12-12 11:58:00,,Virginia,804,No Subject Provided,Y,804,739,3,11.97
2025654775,2019-12-13 14:00:35,2019-12-13 13:46:00,Luray,Virginia,703,No Subject Provided,Y,202,565,4,13.77
5717818107,2019-12-13 14:00:59,2019-12-13 13:53:00,Haymarket,Virginia,571,No Subject Provided,N,571,781,4,13.88
7039368633,2019-12-13 14:06:24,2019-12-13 13:31:00,,Virginia,703,Dropped call or no message,N,703,936,4,13.52
8048674883,2019-12-13 14:08:11,2019-12-13 12:50:00,Petersburg,Virginia,804,Medical  & prescriptions,Y,804,867,4,12.83
8002446562,2019-12-13 14:08:39,2019-12-13 13:48:00,Newport News,Virginia,757,No Subject Provided,N,800,244,4,13.80
8772639914,2019-12-13 14:08:41,2019-12-13 15:15:00,Locust Grove,Virginia,703,Vacation  & timeshares,Y,877,263,4,15.25
6083716666,2019-12-13 14:08:52,2019-12-13 14:00:00,Fairfax,Virginia,703,Home improvement  & cleaning,N,608,371,4,14.00
8008073068,2019-12-13 14:09:38,2019-12-13 14:05:00,Suffolk,Virginia,757,"Reducing your debt (credit cards, mortgage, student loans)",Y,800,807,4,14.08
4062262054,2019-12-13 14:10:16,2019-12-13 13:07:00,Petersburg,Virginia,804,Warranties  & protection plans,Y,406,226,4,13.12
8042518204,2019-12-13 14:11:44,2019-12-13 13:52:00,Henrico,Virginia,804,Warranties  & protection plans,Y,804,251,4,13.87
4707224088,2019-12-13 14:11:46,2019-12-13 11:41:00,Alexandria,Virginia,703,Other,N,470,722,4,11.68
8008459693,2019-12-13 14:13:18,2019-12-13 09:46:00,Chesapeake,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,800,845,4,9.77
8042418204,2019-12-13 14:17:00,2019-12-13 06:00:00,RICHMOND,Virginia,804,Warranties  & protection plans,Y,804,241,4,6.00
2023014131,2019-12-13 14:20:37,2019-12-13 13:01:00,,Virginia,206,"Calls pretending to be government, businesses, or family and friends",N,202,301,4,13.02
7071330388,2019-12-13 14:24:11,2019-12-12 12:14:00,,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,707,133,3,12.23
2024955832,2019-12-13 14:25:51,2019-12-13 09:05:00,Alexandria,Virginia,703,No Subject Provided,Y,202,495,4,9.08
5163736291,2019-12-13 14:26:23,2019-12-13 14:20:00,Luray,Virginia,540,Other,Y,516,373,4,14.33
5402921344,2019-12-13 14:27:57,2019-12-13 14:25:00,Alexandria,Virginia,540,Warranties  & protection plans,Y,540,292,4,14.42
8307581505,2019-12-13 14:29:18,2019-12-13 13:00:00,Charlottesville,Virginia,434,Computer  & technical support,N,830,758,4,13.00
5162562288,2019-12-13 14:35:06,2019-12-13 14:30:00,Troutville,Virginia,540,Warranties  & protection plans,Y,516,256,4,14.50
8663843084,2019-12-13 14:36:44,2019-12-13 14:00:00,,Virginia,757,Other,N,866,384,4,14.00
8000438082,2019-12-13 14:37:00,2019-12-13 14:30:00,,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,800,043,4,14.50
8003034632,2019-12-13 14:37:29,2019-12-13 13:14:00,,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,800,303,4,13.23
3365888030,2019-12-13 14:39:45,2019-12-13 14:36:00,Arlington,Virginia,317,Medical  & prescriptions,N,336,588,4,14.60
8663843084,2019-12-13 14:43:55,2019-12-13 14:03:00,,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,866,384,4,14.05
8004842696,2019-12-13 14:49:14,2019-12-13 14:47:00,,Virginia,540,Dropped call or no message,Y,800,484,4,14.78
7576131447,2019-12-13 14:52:18,2019-12-13 14:47:00,Chesapeake,Virginia,757,Home security  & alarms,N,757,613,4,14.78
8001314863,2019-12-13 14:59:59,2019-12-13 15:00:00,Stuart,Virginia,276,Computer  & technical support,Y,800,131,4,15.00
2762446726,2019-12-13 15:02:13,2019-12-06 09:16:00,Wytheville,Virginia,276,No Subject Provided,Y,276,244,4,9.27
8164204632,2019-12-13 15:02:48,2019-12-13 13:31:00,,Virginia,757,No Subject Provided,N,816,420,4,13.52
7572393263,2019-12-13 15:03:15,2019-12-13 14:57:00,Virginia Beach,Virginia,757,No Subject Provided,Y,757,239,4,14.95
2762446726,2019-12-13 15:03:18,2019-12-06 16:26:00,Wytheville,Virginia,276,No Subject Provided,Y,276,244,4,16.43
5405886830,2019-12-13 15:03:46,2019-12-13 01:20:00,Henrico,Virginia,540,"Reducing your debt (credit cards, mortgage, student loans)",Y,540,588,4,1.33
2762591006,2019-12-13 15:05:17,2019-12-06 12:30:00,Wytheville,Virginia,276,No Subject Provided,Y,276,259,4,12.50
4254176205,2019-12-13 15:06:54,2019-10-01 14:58:00,Fairfax,Virginia,703,"Calls pretending to be government, businesses, or family and friends",Y,425,417,1,14.97
4432035652,2019-12-13 15:07:10,2019-12-13 15:02:00,,Virginia,443,Medical  & prescriptions,Y,443,203,4,15.03
8007305132,2019-12-13 15:09:13,2019-12-13 14:00:00,,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,800,730,4,14.00
2762446726,2019-12-13 15:10:13,2019-12-05 12:37:00,Wytheville,Virginia,276,No Subject Provided,Y,276,244,3,12.62
7038277481,2019-12-13 15:10:54,2019-12-13 14:48:00,Falls Church,Virginia,703,"Reducing your debt (credit cards, mortgage, student loans)",Y,703,827,4,14.80
8007151153,2019-12-13 15:11:00,2019-12-13 15:01:00,Glen Allen,Virginia,800,Other,Y,800,715,4,15.02
8001087374,2019-12-13 15:12:11,2019-12-13 14:45:00,,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,800,108,4,14.75
2053091883,2019-12-13 15:12:22,2019-12-13 11:07:00,Falls Church,Virginia,703,No Subject Provided,Y,205,309,4,11.12
2762446726,2019-12-13 15:12:32,2019-12-12 09:19:00,Wytheville,Virginia,276,No Subject Provided,Y,276,244,3,9.32
8009631769,2019-12-13 15:13:57,2019-12-13 00:09:00,,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,800,963,4,0.15
7579853405,2019-12-13 15:14:02,2019-12-05 11:56:00,Wytheville,Virginia,276,No Subject Provided,Y,757,985,3,11.93
8775927000,2019-12-13 15:14:27,2019-12-13 15:01:00,Mechanicsville,Virginia,804,"Calls pretending to be government, businesses, or family and friends",N,877,592,4,15.02
2766866498,2019-12-13 15:15:15,2019-12-05 12:57:00,Wytheville,Virginia,276,No Subject Provided,Y,276,686,3,12.95
2762003297,2019-12-13 15:16:22,2019-12-12 14:28:00,Wytheville,Virginia,276,No Subject Provided,Y,276,200,3,14.47
8003359539,2019-12-13 15:17:42,2019-12-11 17:56:00,Wytheville,Virginia,276,No Subject Provided,Y,800,335,2,17.93
8000409319,2019-12-13 15:18:41,2019-12-01 14:02:00,,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,800,040,6,14.03
7161185314,2019-12-13 15:19:25,2019-12-13 12:24:00,Alexandria,Virginia,703,No Subject Provided,Y,716,118,4,12.40
8623689199,2019-12-13 15:19:46,2019-12-10 13:58:00,Wytheville,Virginia,276,No Subject Provided,Y,862,368,1,13.97
2762093076,2019-12-13 15:20:52,2019-12-11 15:01:00,Wytheville,Virginia,276,No Subject Provided,Y,276,209,2,15.02
8004452369,2019-12-13 15:21:53,2019-12-11 14:30:00,Wytheville,Virginia,276,No Subject Provided,Y,800,445,2,14.50
2762096479,2019-12-13 15:22:45,2019-12-12 09:51:00,Wytheville,Virginia,276,No Subject Provided,Y,276,209,3,9.85
7572673584,2019-12-13 15:23:21,2019-08-09 14:30:00,Richmond,Virginia,804,"Reducing your debt (credit cards, mortgage, student loans)",Y,757,267,4,14.50
2762993628,2019-12-13 15:23:48,2019-12-12 20:40:00,Wytheville,Virginia,276,No Subject Provided,Y,276,299,3,20.67
2762096479,2019-12-13 15:24:48,2019-12-12 12:56:00,Wytheville,Virginia,276,No Subject Provided,Y,276,209,3,12.93
8007320895,2019-12-13 15:26:00,2019-12-13 14:50:00,Glen Allen,Virginia,800,"Calls pretending to be government, businesses, or family and friends",Y,800,732,4,14.83
8445147063,2019-12-13 15:26:21,2019-12-13 14:38:00,Charlottesville,Virginia,434,Warranties  & protection plans,Y,844,514,4,14.63
8002180519,2019-12-13 15:26:36,2019-12-13 15:15:00,Nokesville,Virginia,800,Other,Y,800,218,4,15.25
8042592357,2019-12-13 15:36:14,2019-12-13 15:34:00,,Virginia,804,No Subject Provided,Y,804,259,4,15.57
8186517868,2019-12-13 15:38:56,2019-12-13 15:00:00,Williamsburg,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,818,651,4,15.00
2763838407,2019-12-13 15:44:25,2019-12-13 15:33:00,,Virginia,540,Dropped call or no message,N,276,383,4,15.55
2023350795,2019-12-13 15:44:38,2019-12-13 14:10:00,Vienna,Virginia,301,Other,Y,202,335,4,14.17
5403236938,2019-12-13 15:48:42,2019-12-13 13:01:00,Front Royal,Virginia,540,No Subject Provided,Y,540,323,4,13.02
5402735411,2019-12-13 15:50:01,2019-12-13 11:23:00,Front Royal,Virginia,540,No Subject Provided,Y,540,273,4,11.38
4342254750,2019-12-13 15:50:21,2019-12-12 17:39:00,Charlottesville,Virginia,434,No Subject Provided,Y,434,225,3,17.65
5402735411,2019-12-13 15:50:58,2019-12-13 11:22:00,Front Royal,Virginia,540,No Subject Provided,Y,540,273,4,11.37
5406314212,2019-12-13 15:51:38,2019-12-12 00:00:00,Front Royal,Virginia,540,No Subject Provided,Y,540,631,3,0.00
7577547794,2019-12-13 15:52:52,2019-12-13 15:47:00,,Virginia,757,No Subject Provided,N,757,754,4,15.78
5406313676,2019-12-13 15:52:26,2019-12-12 12:09:00,Front Royal,Virginia,540,No Subject Provided,Y,540,631,3,12.15
5409371798,2019-12-13 15:53:24,2019-12-10 12:48:00,Front Royal,Virginia,540,No Subject Provided,Y,540,937,1,12.80
8042408117,2019-12-13 15:53:52,2019-12-13 03:49:00,NORTH CHESTERFIELD,Virginia,804,No Subject Provided,Y,804,240,4,3.82
8042408117,2019-12-13 15:53:52,2019-12-13 03:49:00,NORTH CHESTERFIELD,Virginia,804,No Subject Provided,Y,804,240,4,3.82
7572154930,2019-12-13 15:54:44,2019-12-13 15:51:00,NORFOLK,Virginia,757,No Subject Provided,N,757,215,4,15.85
4344064262,2019-12-13 15:54:59,2019-12-11 11:56:00,Charlottesville,Virginia,434,No Subject Provided,Y,434,406,2,11.93
8662028745,2019-12-13 15:55:23,2019-12-13 00:00:00,NORTH CHESTERFIELD,Virginia,804,No Subject Provided,Y,866,202,4,0.00
2764775216,2019-12-13 15:56:11,2019-12-11 14:38:00,Charlottesville,Virginia,434,No Subject Provided,Y,276,477,2,14.63
8004724235,2019-12-13 15:56:25,2019-12-13 12:44:00,,Virginia,804,Dropped call or no message,N,800,472,4,12.73
5163874004,2019-12-13 15:57:41,2019-12-11 14:50:00,Charlottesville,Virginia,434,No Subject Provided,Y,516,387,2,14.83
7578515815,2019-12-13 15:58:16,2019-12-13 11:48:00,Hampton,Virginia,757,Home security  & alarms,Y,757,851,4,11.80
8773037218,2019-12-13 15:59:27,2019-12-11 17:12:00,Charlottesville,Virginia,434,No Subject Provided,Y,877,303,2,17.20
8882598462,2019-12-13 15:59:32,2019-12-13 08:19:00,Ashland,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,888,259,4,8.32
2117760338,2019-12-13 16:02:33,2019-12-13 15:56:00,,Virginia,703,"Calls pretending to be government, businesses, or family and friends",Y,211,776,4,15.93
8052567753,2019-12-13 16:04:14,2019-12-13 15:48:00,,Virginia,540,No Subject Provided,N,805,256,4,15.80
5712771821,2019-12-13 16:07:20,2019-12-13 15:56:00,Alexandria,Virginia,571,No Subject Provided,Y,571,277,4,15.93
7039368633,2019-12-13 16:13:20,2019-12-13 16:05:00,Fairfax,Virginia,703,No Subject Provided,Y,703,936,4,16.08
5406761620,2019-12-13 16:14:34,2019-12-13 16:00:00,Vinton,Virginia,540,"Calls pretending to be government, businesses, or family and friends",N,540,676,4,16.00
8765703018,2019-12-13 16:15:27,2019-12-13 16:05:00,Richmond,Virginia,804,No Subject Provided,N,876,570,4,16.08
8042586849,2019-12-13 16:15:46,2019-12-13 14:23:00,,Virginia,804,No Subject Provided,N,804,258,4,14.38
7322438004,2019-12-13 16:17:55,2019-12-13 16:02:00,Chesapeake,Virginia,757,No Subject Provided,N,732,243,4,16.03
5303276939,2019-12-13 16:20:08,2019-12-11 16:44:00,Charlottesville,Virginia,434,No Subject Provided,Y,530,327,2,16.73
8775027000,2019-12-13 16:21:28,2019-12-13 16:17:00,Mechanicaville,Virginia,804,Dropped call or no message,N,877,502,4,16.28
4432340722,2019-12-13 16:21:59,2019-12-13 14:19:00,Richmond,Virginia,706,"Calls pretending to be government, businesses, or family and friends",Y,443,234,4,14.32
7572773074,2019-12-13 16:22:13,2019-12-13 15:27:00,,Virginia,757,No Subject Provided,Y,757,277,4,15.45
4345090079,2019-12-13 16:22:31,2019-12-11 18:30:00,Charlottesville,Virginia,434,No Subject Provided,Y,434,509,2,18.50
6785878928,2019-12-13 16:25:33,2019-12-12 12:14:00,Charlottesville,Virginia,434,No Subject Provided,Y,678,587,3,12.23
7037506121,2019-12-13 16:26:35,2019-12-13 16:04:00,Falls Church,Virginia,703,Dropped call or no message,Y,703,750,4,16.07
2029086440,2019-12-13 16:27:17,2019-12-13 15:54:00,Falls Church,Virginia,703,Dropped call or no message,Y,202,908,4,15.90
2124425148,2019-12-13 16:27:52,2019-12-13 16:00:00,Alexandria,Virginia,703,"Calls pretending to be government, businesses, or family and friends",Y,212,442,4,16.00
4342471059,2019-12-13 16:28:48,2019-12-13 14:59:00,Charlottesville,Virginia,434,No Subject Provided,Y,434,247,4,14.98
5402771950,2019-12-13 16:29:45,2019-12-13 16:27:00,Front Royal,Virginia,540,No Subject Provided,Y,540,277,4,16.45
8885183664,2019-12-13 16:31:28,2019-12-13 16:24:00,,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,888,518,4,16.40
4349233364,2019-12-13 16:34:39,2019-12-13 14:49:00,Charlottesville,Virginia,434,No Subject Provided,Y,434,923,4,14.82
5403235626,2019-12-13 16:35:30,2019-12-13 11:18:00,,Virginia,540,Warranties  & protection plans,Y,540,323,4,11.30
7039368548,2019-12-13 16:35:42,2019-12-13 15:56:00,Leesburg,Virginia,703,Home improvement  & cleaning,N,703,936,4,15.93
2038732223,2019-12-13 16:36:12,2019-12-13 12:12:00,Charlottesville,Virginia,434,No Subject Provided,Y,203,873,4,12.20
5403251597,2019-12-13 16:36:22,2019-12-13 16:28:00,,Virginia,540,Warranties  & protection plans,Y,540,325,4,16.47
7039368548,2019-12-13 16:37:32,2019-12-10 12:56:00,Leesburg,Virginia,703,Home improvement  & cleaning,N,703,936,1,12.93
1202301465,2019-12-13 16:37:55,2019-12-13 16:19:00,Alexandria,Virginia,401,"Calls pretending to be government, businesses, or family and friends",N,120,230,4,16.32
4342455750,2019-12-13 16:39:22,2019-12-12 15:56:00,Charlottesville,Virginia,434,No Subject Provided,Y,434,245,3,15.93
2765246227,2019-12-13 16:40:54,2019-12-13 16:03:00,Henrico,Virginia,804,Warranties  & protection plans,Y,276,524,4,16.05
8009452000,2019-12-13 16:42:58,2019-12-13 16:24:00,Fairfax,Virginia,703,"Reducing your debt (credit cards, mortgage, student loans)",Y,800,945,4,16.40
7575694929,2019-12-13 16:49:53,2019-12-12 14:53:00,Newport News,Virginia,757,"Reducing your debt (credit cards, mortgage, student loans)",N,757,569,3,14.88
7575300020,2019-12-13 16:52:05,2019-12-12 15:04:00,Newport News,Virginia,757,"Reducing your debt (credit cards, mortgage, student loans)",N,757,530,3,15.07
7039368548,2019-12-13 16:54:20,2019-12-12 14:29:00,,Virginia,703,No Subject Provided,N,703,936,3,14.48
7575641551,2019-12-13 16:54:08,2019-12-13 16:43:00,Newport News,Virginia,757,"Reducing your debt (credit cards, mortgage, student loans)",Y,757,564,4,16.72
8004713288,2019-12-13 16:54:10,2019-12-13 16:50:00,,Virginia,540,Dropped call or no message,Y,800,471,4,16.83
2765246227,2019-12-13 16:56:00,2019-12-13 16:54:00,Alexandria,Virginia,703,Warranties  & protection plans,Y,276,524,4,16.90
7036278826,2019-12-13 16:59:40,2019-12-13 04:54:00,Ashburn,Virginia,703,No Subject Provided,N,703,627,4,4.90
5406358521,2019-12-13 17:00:41,2019-12-13 16:46:00,winchester,Virginia,540,"Reducing your debt (credit cards, mortgage, student loans)",Y,540,635,4,16.77
8764014845,2019-12-13 17:06:03,2019-12-13 15:10:00,ford,Virginia,804,"Lotteries, prizes  & sweepstakes",N,876,401,4,15.17
5053739204,2019-12-13 17:06:55,2019-12-13 14:11:00,Luray,Virginia,703,No Subject Provided,Y,505,373,4,14.18
2124860471,2019-12-13 17:08:07,2019-12-13 14:42:00,Luray,Virginia,703,No Subject Provided,Y,212,486,4,14.70
8039803103,2019-12-13 17:09:20,2019-12-13 14:42:00,Luray,Virginia,703,No Subject Provided,Y,803,980,4,14.70
8039803103,2019-12-13 17:10:34,2019-12-13 15:15:00,Luray,Virginia,703,No Subject Provided,Y,803,980,4,15.25
7579090024,2019-12-13 17:11:23,2019-12-13 17:04:00,Powhatan,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,757,909,4,17.07
2027335678,2019-12-13 17:12:00,2019-12-13 15:36:00,Luray,Virginia,703,No Subject Provided,Y,202,733,4,15.60
7034230558,2019-12-13 17:13:15,2019-12-13 03:50:00,Luray,Virginia,703,No Subject Provided,Y,703,423,4,3.83
7574467566,2019-12-13 17:14:56,2019-12-13 14:45:00,,Virginia,804,No Subject Provided,N,757,446,4,14.75
2027335678,2019-12-13 17:14:22,2019-12-13 03:51:00,Luray,Virginia,703,No Subject Provided,Y,202,733,4,3.85
5053739312,2019-12-13 17:15:31,2019-12-13 16:39:00,Luray,Virginia,703,No Subject Provided,Y,505,373,4,16.65
8048849943,2019-12-13 17:16:32,2019-12-13 13:46:00,,Virginia,804,No Subject Provided,N,804,884,4,13.77
3345570729,2019-12-13 17:18:09,2019-12-13 12:48:00,,Virginia,804,No Subject Provided,N,334,557,4,12.80
5402699109,2019-12-13 17:31:53,2019-12-13 10:49:00,Fairfax,Virginia,703,No Subject Provided,Y,540,269,4,10.82
8006792137,2019-12-13 17:32:34,2019-12-13 17:25:00,North Chesterfield,Virginia,804,"Calls pretending to be government, businesses, or family and friends",Y,800,679,4,17.42
7035997829,2019-12-13 17:33:50,2019-12-13 14:49:00,ashburn,Virginia,703,"Calls pretending to be government, businesses, or family and friends",Y,703,599,4,14.82
5402690440,2019-12-13 17:34:25,2019-12-13 17:27:00,,Virginia,540,No Subject Provided,Y,540,269,4,17.45
5405854095,2019-12-13 17:36:16,2019-12-13 14:25:00,,Virginia,540,No Subject Provided,Y,540,585,4,14.42
5403464404,2019-12-13 17:40:03,2019-12-13 09:35:00,,Virginia,540,No Subject Provided,Y,540,346,4,9.58
5404524973,2019-12-13 17:41:13,2019-12-12 11:35:00,,Virginia,540,No Subject Provided,Y,540,452,3,11.58
5408890485,2019-12-13 17:42:28,2019-12-06 18:28:00,,Virginia,540,No Subject Provided,Y,540,889,4,18.47
6173538761,2019-12-13 17:43:20,2019-12-13 17:38:00,Springfield,Virginia,703,No Subject Provided,N,617,353,4,17.63
5405345270,2019-12-13 17:43:38,2019-12-06 14:08:00,,Virginia,540,No Subject Provided,Y,540,534,4,14.13
5403406690,2019-12-13 17:45:10,2019-12-06 09:27:00,,Virginia,540,No Subject Provided,Y,540,340,4,9.45
5402084508,2019-12-13 17:47:32,2019-12-13 17:46:00,,Virginia,540,"Reducing your debt (credit cards, mortgage, student loans)",N,540,208,4,17.77
7039686494,2019-12-13 17:55:17,2019-12-13 17:54:00,,Virginia,703,Dropped call or no message,N,703,968,4,17.90
5135721349,2019-12-13 17:55:56,2019-12-13 03:08:00,,Virginia,703,Dropped call or no message,N,513,572,4,3.13
7035306262,2019-12-13 17:56:00,2019-12-13 17:48:00,Leesburg,Virginia,703,"Reducing your debt (credit cards, mortgage, student loans)",Y,703,530,4,17.80
7039667417,2019-12-13 17:56:33,2019-12-13 02:24:00,,Virginia,703,Dropped call or no message,N,703,966,4,2.40
7034288082,2019-12-13 17:59:20,2019-12-13 17:55:00,,Virginia,703,No Subject Provided,Y,703,428,4,17.92
8044587577,2019-12-13 18:00:01,2019-12-13 05:44:00,Hopewell,Virginia,804,Other,Y,804,458,4,5.73
8042407306,2019-12-13 18:01:53,2019-12-13 17:55:00,Richmond,Virginia,804,Warranties  & protection plans,Y,804,240,4,17.92
9722174132,2019-12-13 18:04:30,2019-12-13 10:08:00,Hopewell,Virginia,804,Other,Y,972,217,4,10.13
8007383963,2019-12-13 18:06:10,2019-12-13 17:58:00,,Virginia,540,Dropped call or no message,Y,800,738,4,17.97
2762403814,2019-12-13 18:17:21,2019-12-13 18:03:00,Gainesville,Virginia,703,No Subject Provided,Y,276,240,4,18.05
4104231801,2019-12-13 18:29:39,2019-12-13 17:44:00,Hopewell,Virginia,804,Computer  & technical support,Y,410,423,4,17.73
8046146945,2019-12-13 18:44:39,2019-12-13 18:35:00,,Virginia,804,Home improvement  & cleaning,N,804,614,4,18.58
8049772404,2019-12-13 18:52:29,2019-12-13 03:55:00,,Virginia,804,Other,N,804,977,4,3.92
8776095704,2019-12-13 18:55:52,2019-12-13 17:23:00,,Virginia,757,No Subject Provided,N,877,609,4,17.38
8553353482,2019-12-13 19:06:30,2019-12-13 09:30:00,,Virginia,540,Other,Y,855,335,4,9.50
8042297252,2019-12-13 19:08:38,2019-12-13 19:00:00,Richmond,Virginia,804,Vacation  & timeshares,N,804,229,4,19.00
6083716666,2019-12-13 19:40:33,2019-12-13 18:49:00,Alexandria,Virginia,703,No Subject Provided,N,608,371,4,18.82
8047456825,2019-12-13 19:41:59,2019-12-13 19:20:00,Richmond,Virginia,804,No Subject Provided,Y,804,745,4,19.33
8047450650,2019-12-13 19:44:58,2019-12-13 18:34:00,Richmond,Virginia,804,No Subject Provided,Y,804,745,4,18.57
9862000924,2019-12-13 20:03:18,2019-12-13 10:29:00,Arlington,Virginia,703,Other,Y,986,200,4,10.48
7578508266,2019-12-13 20:09:29,2019-12-13 20:03:00,Hampton,Virginia,757,Vacation  & timeshares,N,757,850,4,20.05
8046377391,2019-12-13 20:10:37,2019-12-13 19:30:00,Midlothian,Virginia,804,No Subject Provided,N,804,637,4,19.50
8042293706,2019-12-13 20:21:49,2019-12-13 20:13:00,Williamsburg,Virginia,804,Vacation  & timeshares,N,804,229,4,20.22
8888153857,2019-12-13 20:21:59,2019-12-13 05:54:00,,Virginia,757,"Calls pretending to be government, businesses, or family and friends",Y,888,815,4,5.90
8005363862,2019-12-13 20:53:31,2019-12-13 14:28:00,Carrollton,Virginia,757,Dropped call or no message,Y,800,536,4,14.47
8007234888,2019-12-13 20:54:32,2019-12-13 16:59:00,Carrollton,Virginia,757,Dropped call or no message,Y,800,723,4,16.98
9197416440,2019-12-13 20:58:34,2019-12-13 08:37:00,CHESTERFIELD,Virginia,804,No Subject Provided,Y,919,741,4,8.62
9544295750,2019-12-13 21:16:50,2019-12-06 20:45:00,,Virginia,571,Computer  & technical support,Y,954,429,4,20.75
7574798158,2019-12-13 21:43:46,2019-12-13 16:29:00,YORKTOWN,Virginia,757,No Subject Provided,N,757,479,4,16.48
7578991611,2019-12-13 21:45:29,2019-12-11 10:42:00,YORKTOWN,Virginia,757,No Subject Provided,N,757,899,2,10.70
